Program,Enrollment Year,Gender,DOB,District,Country,Education Background,GPA,Professional Engagement,Mothers Profession,Fathers Profession,Status,Withdrawn or Graduate Date (mm.dd.yy),Reason for Withdrawal,Year,Actual Concentration
BBA,2020,Male,04/12/2002,Kathmandu,Nepal,A level,3,Unemployed,Housewife,Businessman,Withdrawn ,"September 29, 2021",Health Issues,2021,No Concentration
BBA,2020,Male,20/11/1998,Kathmandu,Nepal,A level,,,,,Running,,,1899,Financial Management 
BBA,2020,Male,02/10/2001,Syangja,Nepal,A level,3.58,Entrepreneur,Self-Employed  ,Self-Employed  ,Running,,,1899,
BBA,2020,Female,11/05/2000,Bara,Nepal,A level,2.05,Unemployed,Home Maker,Engineer,Running,,,1899,Digital Marketing 
BBA,2020,Male,2001/08/03,Kathmandu,Nepal,GED,610,Unemployed,House wife,Government employe,,,,1899,
FALSE,,,,,,,,,,,Withdrawn ,"January 8, 2021",Abroad Study,2021,No Concentration
BBA,2020,Male,06/11/2001,Lalitpur,Nepal,A level,3,Unemployed,Retried ,Business Man,Running,,,1899,Marketing Management
BBA,2020,Female,01/11/2000,Kaski,Nepal,Intermediate level- Commerce ,,Unemployed,No ,Retired ,Withdrawn ,"July 6, 2022",Administrative withdrawal,2022,No Concentration
BBA,2020,Female,30/06/1999,Dhading,Nepal,Intermediate level- Commerce ,2.52,Unemployed,Housewife,Businessman ,Withdrawn ,Feb 2021,Personal Reason,2021,No Concentration
BBA,2020,Male,20/12/2001,Chitwan,Nepal,A level,,Unemployed,Accountant,Businessman,,,,1899,
FALSE,,,,,,,,,,,Withdrawn ,"May 13, 2022",Non-payment,2022,No Concentration
BBA,2021,Female,31/05/2002,Kathmandu,Nepal,A level,,,,,Running,,,1899,
BBA,2021,Female,16/01/2000,Kathmandu,Nepal,Intermediate level- Commerce ,,Unemployed,House Wife,Tsewang Dhondup Kansakar,Running,,,1899,Investment and Economics 
BBA,2021,Male,18/04/2002,Kathmandu,Nepal,GED,668,Unemployed,Health Professional,Businessman,Running,,,1899,Investment and Economics 
BBA,2021,Female,24/02/2002,Kathmandu,Nepal,A level,,Unemployed,Business ,,Readmission-Withdrawn,"July 6, 2022",Administrative withdrawal,2022,No Concentration
BBA,2021,Male,25/10/1995,Kathmandu,Nepal,GED,667,Unemployed,Doctor,Business man,Withdrawn ,"Sep 27, 2021",Personal Reason,2021,No Concentration
BBA,2021,Male,20/11/1998,Kathmandu,Nepal,A level,,,,,Running,,,1899,Investment and Economics 
BBA,2021,Male,08/05/2001,Parwat,Nepal,A level,,Entrepreneur,Housewife,Lawyer,Running,,,1899,Investment and Economics 
BBA,2021,Male,08/01/2001,Kaski,Nepal,A level,,,,,Withdrawn ,"Sep 3, 2021",Financial Problem,2021,No Concentration
BBA,2021,Female,11/08/1999,Kapilvastu,Nepal,Intermediate level- Computer,2.43,Unemployed,Teacher,Business,,,,1899,
FALSE,,,,,,,,,,,Running,,,1899,
BBA,2021,Female,03/01/2001,Kathmandu,Nepal,A- Level,,Unemployed,Entrepreneur,Tourist Guide ,Running,,,1899,Digital Marketing 
BBA,2021,Male,09/14/2002,Bhaktapur,Nepal,Intermediate level,,Unemployed,Shopkeeper,Shopkeeper,Running,,,1899,Digital Marketing 
BBA,2021,Female,04/09/1996,Chitwan,Nepal,GED,,,,,Running,,,1899,Digital Marketing 
BBA,2021,Male,31/10/2001,Sankhuwasabha,Nepal,GED,622,,,,Running,,,1899,Digital Marketing 
BBA,2021,Female,01/11/2002,Kathmandu,Nepal,Intermediate level,3.15,Employed,Online Business,Businessmen,Withdrawn ,"September 29, 2021",Personal Reason,2021,No Concentration
BBA,2021,Male,12/09/2000,Jhapa,Nepal,Intermediate Level,2.7,,,,Running,,,1899,Financial Management 
BBA,2021,Female,13/01/2002,Lalitpur,Nepal,Intermediate level,,Unemployed,Housewife,Engineer/business,Withdrawn ,"June 8, 2023",Abroad Study,2023,Investment and Economics 
BBA,2021,Male,02/05/2020,Kathmandu,Nepal,Intermediate level,,Employed,Deputy CEO of Nepal Bank LTD,Executive Director of Nepal Rastra Bank,Withdrawn ,"July 6, 2022",Administrative withdrawal,2022,Digital Marketing 
BBA,2021,Male,28/12/2059,Syangja,Nepal,Intermediate level,,Unemployed,House keeping,Buisness man,Readmission-Withdrawn,"July 6, 2022",Administrative withdrawal,2022,No Concentration
BBA,2021,Male,01/21/2001,Kathmandu,Nepal,Intermediate level- Hotel Management,,Employed,UnEmployedat the moment,Businessman ,Withdrawn ,"September 29, 2021",Financial Problem,2021,No Concentration
BBA,2021,Male,09/24/2002,Jhapa,Nepal,Intermediate level,3.92,,,,Running,,,1899,
BBA,2021,Female,14/08/2002,Sunsari,Nepal,Intermediate level,,Unemployed,House wife,Chef (usa),Running,,,1899,
BBA,2021,Male,17/01/2058,Makwanpur,Nepal,Intermediate level,3.6,Unemployed,Business Women,None,Running,,,1899,Digital Marketing 
BBA,2021,Male,02/04/2002,Kathmandu,Nepal,Intermediate level,3.92,Unemployed,Businessperson,Businessperson,Withdrawn ,"Jan 14, 2022",Administrative withdrawal,2022,No Concentration
BBA,2021,Male,07/19/2002,Kavreplanchok,Nepal,Intermediate Level,,Unemployed,businesswomen,businessman,Readmission-Withdrawn,"March 13, 2023",Administrative withdrawal,2023,No Concentration
BBA,2021,Male,07/20/2002,Kathmandu,Nepal,Intermediate level,,Unemployed,N/A,Businessman,Running,,,1899,Digital Marketing 
BBA,2021,Female,18/11/2000,Kathmandu,Nepal,Intermediate level,3.12,Unemployed,Housemaker ,Officer ,Running,,,1899,Investment and Economics 
BBA,2021,Female,17/12/2002,Kathmandu,Nepal,Intermediate level,3.12,Unemployed,Officer,Banker,Withdrawn ,"Mar 11, 2022",Non-payment,2022,No Concentration
BBA,2021,Female,25/05/2058,Dolkha,Nepal,Intermediate level,3.04,,,,Readmission-Withdrawn,"May 15, 2023",Administrative withdrawal,2023,Applied Art and Design 
BBA,2021,Female,06/22/2001,Kathmandu,Nepal,A- Level,,Unemployed,Cabin Crew,N/A,Running,,,1899,Digital Marketing 
BBA,2021,Female,20/01/2002,Kathmandu,Nepal,Intermediate level,3.52,Unemployed,House wife,None,Withdrawn ,"May 15, 2023",Administrative withdrawal,2023,Digital Marketing 
BBA,2021,Female,09/01/2002,Kathmandu,Nepal,A level,,Unemployed,Homemaker,Real State,Running,,,1899,Human Resources Management 
BBA,2021,Male,19/05/2002,Lalitpur,Nepal,Intermediate level,3,Entrepreneur,Homemaker,Army officer,Withdrawn ,"Jan 14, 2022",Administrative withdrawal,2022,No Concentration
BBA,2021,Female,11/02/2003,Lalitpur,Nepal,Intermediate level,2.4 GPA,Unemployed,Beautician,government employee,Withdrawn ,"Nov 8, 2021",Non-payment,2021,No Concentration
BBA,2021,Male,02/05/2001,Kavreplanchok,Nepal,GED,,,,,Running,,,1899,Digital Marketing 
BBA,2021,Female,30/11/2001,Lalitpur,Nepal,Intermediate level,3.52,Unemployed,Banker,Banker,Running,,,1899,Digital Marketing 
BBA,2021,Male,06/11/2001,Kathmandu,Nepal,Intermediate level,3.04,Employed,House Wife ,Business Man,Withdrawn ,"May 15, 2023",Administrative withdrawal,2023,Digital Marketing 
BBA,2021,Female,05/07/2002,Kathmandu,Nepal,Intermediate level,3.23,Unemployed,Housewife,Businessman,Running,,,1899,Digital Marketing 
BBA,2021,Male,26/01/2001,Kathmandu,Nepal,Intermediate level,2.91,Unemployed,Businesswomen,Businessman,Running,,,1899,Financial Management 
BBA,2021,Male,18/06/2003,Kathmandu,Nepal,Intermediate Level,2.73,Unemployed,job holder,job holder,Running,,,1899,Financial Management 
BBA,2021,Male,13/02/2003,Dadeldhura,Nepal,Intermediate level,,Unemployed,Housewife,Farmer,Running,,,1899,Digital Marketing 
BBA,2021,Male,14/11/2000,Kathmandu,Nepal,Intermediate level,A3.44,Unemployed,housewife,businessman,Running,,,1899,Financial Management 
BBA,2021,Male,25/12/2003,Kathmandu,Nepal,Intermediate level,Grade 11(3.28) grade 12(3.52),Unemployed,Student,Service,Readmission-Withdrawn,"Aug 9, 2021",Financial Problem,2021,No Concentration
BBA,2021,Male,06/11/1997,Kathmandu,Nepal,Intermediate Level,,,,,Running,,,1899,Digital Marketing 
BBA,2021,Female,03/24/2003,Salyan,Nepal,Intermediate level,,Unemployed,Works in a finance,Business ,Withdrawn ,"September 29, 2021",Financial Problem,2021,No Concentration
BBA,2021,Male,18/01/2004,Darchula,Nepal,Intermediate level,,,,,Running,,,1899,Digital Marketing 
BBA,2021,Female,24/10/2002,Kathmandu,Nepal,Intermediate level,,,,,Running,,,1899,Digital Marketing 
BBA,2021,Male,15/08/2002,Kathmandu,Nepal,Intermediate level,2.64,Unemployed,No,Business man,,,,1899,
FALSE,,,,,,,,,,,Running,,,1899,#N/A
BBA,2021,Male,07/03/2002,Kathmandu,Nepal,,,,,,Running,,,1899,Marketing Management
BBA,2021,Male,22/07/2003,Kathmandu,Nepal,Intermediate level,3.2,,,,Running,,,1899,#N/A
BBA,2021,Male,30/10/2001,Kathmandu,Nepal,Intermediate level,3.54,Unemployed,Housewife,Businessman,Running,,,1899,#N/A
BBA,2021,Male,18/09/2001,Mahottari,Nepal,Intermediate level,3.54,Unemployed,Housewife,Manager,Running,,,1899,#N/A
BBA,2021,Female,13/12/2002,Bhaktapur,Nepal,Intermediate level,3.04,Unemployed,Supervisor ,Teacher,Running,,,1899,#N/A
BBA,2021,Male,07/21/2002,Kathmandu,Nepal,Intermediate level,3.28,Unemployed,Housewife,Businessman,Withdrawn ,"June 30, 2022",Abroad Study,2022,No Concentration
BBA,2021,Female,10/12/2002,Khotang,Nepal,Intermediate level,3.04,,,,Running,,,1899,#N/A
BBA,2021,Male,07/06/2001,Kathmandu,Nepal,Intermediate level,3.19,Employed,Doctor,Dentist,,,,,#N/A
FALSE,,,,,,,,,,,Running,,,1899,#N/A
BBA,2021,Male,17/11/2001,Kathmandu,Nepal,Intermediate level,3.11,,,,Running,,,1899,#N/A
BBA,2021,Female,27/10/2003,Morang,Nepal,Intermediate level,2.81,Unemployed,Housewife ,"Business man, Nepal shooting association coach, farmer",Running,,,1899,#N/A
BBA,2021,Female,01/10/2003,Kathmandu,Nepal,Intermediate level,,,,,Withdrawn ,"July 6, 2021",Personal Reason,2021,No Concentration
BBA,2021,Male,09/05/2001,Kathmandu,Nepal,Intermediate level,2.49,,,,Running,,,1899,#N/A
BBA,2021,Male,14/06/2002,Kathmandu,Nepal,Intermediate level,2.98,Unemployed,House wife,Business ,Withdrawn ,"May 13, 2022",Administrative withdrawal,2022,No Concentration
BBA,2021,Female,09/28/2001,Kathmandu,Nepal,Intermediate Level,,Unemployed,runs own business,Site manager at construction company,Withdrawn ,"Sep 11, 2022",Abroad Study,2022,No Concentration
BBA,2021,Male,11/11/2001,Sunsari,Nepal,Intermediate level,2.47,Unemployed,Housewife,Business,Running,,,1899,#N/A
BBA,2021,Male,15/01/2002,Kathmandu,Nepal,Intermediate level,3.6,Entrepreneur,House wife ,Businessman ,,,,,#N/A
FALSE,,,,,,Intermediate level,,,,,Running,,,1899,#N/A
BBA,2021,Male,03/26/2002,Solukhumbu,Nepal,Intermediate level,2.88,Unemployed,Government Agent,Retired,Running,,,1899,#N/A
BBA,2021,Male,12/07/2001,Dhanusa,Nepal,Intermediate level,2.37,Unemployed,Housewife,Advocate,Running,,,1899,#N/A
BBA,2021,Female,08/01/2002,Dhading,Nepal,Intermediate level,2.94,Unemployed,Housewife,Business man,Withdrawn ,"Aug 23, 2022",Abroad Study,2022,No Concentration
BBA,2021,Female,08/14/2001,Kathmandu,Nepal,Intermediate level,3.31,Unemployed,House Maker,Officer at American Embassy,Running,,,1899,#N/A
BBA,2021,Female,01/26/2004,Nawalpur,Nepal,Intermediate level,2.98,,,,Running,,,1899,#N/A
BBA,2021,Female,12/02/1999,Banke,Nepal,Intermediate level,,Unemployed,Housewife,Uber ,Running,,,1899,#N/A
BBA,2021,Male,30/10/2003,Sarlahi,Nepal,Intermediate level,,Unemployed,Housewife,CEO,Running,,,1899,#N/A
BBA,2021,Female,02/04/2002,Kathmandu,Nepal,Intermediate level,,Unemployed,Nurse,Officer,Running,,,1899,#N/A
BBA,2021,Female,05/09/2003,Lalitpur,Nepal,Intermediate level,,Unemployed,Social worker,Teacher,Withdrawn ,"May 13, 2022",Non-payment,2022,No Concentration
BBA,2021,Male,08/22/2001,Kathmandu,Nepal,Intermediate level,,,,,Withdrawn ,"Nov 8, 2021",Non-payment,2021,No Concentration
BBA,2021,Male,04/21/2002,Kathmandu,Nepal,Intermediate level,,,,,Running,,,1899,#N/A
BBA,2021,Female,11/25/2002,Kathmandu,Nepal,Intermediate level,2.43,Unemployed,Social Worker ,Businessman ,Withdrawn ,"Nov 8, 2021",Non-payment,2021,No Concentration
BBA,2021,Female,09/24/2001,Kathmandu,Nepal,,,,,,Withdrawn ,"Jan 14, 2022",Administrative withdrawal,2022,No Concentration
BBA,2021,Male,12/02/2058,Kathmandu,Nepal,Intermediate Level,,,,,Running,,,1899,#N/A
BBA,2021,Female,02/22/2000,Manag,Nepal,Intermediate level,3.24,Unemployed,Foreign Employment ,Foreign Employment ,Running,,,1899,#N/A
BBA,2021,Male,02/05/2000,Lalitpur,Nepal,Intermediate level,2.43,Unemployed,Banker,Company Director,Running,,,1899,#N/A
BBA,2021,Male,02/01/2002,Kathmandu,Nepal,Intermediate level,,Unemployed,Housewife,Nepalese Army General,Withdrawn ,"July 6, 2022",Administrative withdrawal,2022,No Concentration
BBA,2021,Male,02/22/2000,Kathmandu,Nepal,Intermediate level,2.34,,,,Running,,,1899,Digital Marketing
BBA,2021,Female,08/14/2002,Kathmandu,Nepal,Intermediate level,3.04,Employed,House Wife,N/A,Readmission-Running,"May 1, 2022",,2022,#N/A
BBA,2021,Male,05/30/2001,Kavreplanchok,Nepal,Intermediate level,,Entrepreneur,housewife,entrepreneur,Readmission-Withdrawn,"Sep 8, 2022",Administrative withdrawal,2022,No Concentration
BBA,2021,Male,05/21/2001,Kathmandu,Nepal,Intermediate level,2.6,Unemployed,Teacher,Principal ,Withdrawn ,"Jan 14, 2022",Administrative withdrawal,2022,No Concentration
BBA,2021,Male,03/25/2002,Kathmandu,Nepal,Intermediate level,2.49,Unemployed,housewife,businessman ,Running,,,1899,#N/A
BBA,2021,Male,09/28/2003,Kathmandu,Nepal,Intermediate level,2.49,,,,Withdrawn ,"Jan 4, 2022",Personal Reason,2022,No Concentration
BBA,2021,Female,23/11/2001,Bhaktapur,Nepal,Intermediate level,GS,,,,Withdrawn ,"Feb 24, 2022",Personal Reason,2022,No Concentration
BBA,2021,Male,06/28/1998,Jhapa,Nepal,A level,,Entrepreneur,Teacher and International Teachers Trainer,NA,Running,,,1899,#N/A
BBA,2021,Male,01/30/2002,Lalitpur,Nepal,Intermediate level,,Unemployed,Houswife,Business,Running,,,1899,#N/A
BBA,2021,Female,04/20/1998,Rupandehi,Nepal,Intermediate level,2.78,Unemployed,Civic Service,Civil Service,Withdrawn ,"Jan 14, 2022",Administrative withdrawal,2022,No Concentration
BBA,2021,Male,08/25/2000,Sindhupalchauk,Nepal,Intermediate level,3.26,,,,Running,,,1899,#N/A
BBA,2021,Male,11/01/1996,Lalitpur,Nepal,Intermediate level,56.2,Employed,Architect,Mechanical engineer,Running,,,1899,#N/A
BBA,2021,Male,01/20/2002,Surkhet,Nepal,Intermediate level,2.82,Unemployed,Maggie Doyne,N/A,Running,,,1899,#N/A
BBA,2021,Male,08/05/2003,Lalitpur,Nepal,Intermediate level,,Unemployed,housewife,Lawyer and IT,Running,,,1899,#N/A
BBA,2021,Female,09/02/2001,Sarlahi,Nepal,Intermediate level,2.93,Employed,Social worker ,Social worker,Running,,,1899,#N/A
BBA,2021,Male,07/27/2002,Chitwan,Nepal,Intermediate level,2.78,Unemployed,House wife,Goverment Officer,Running,,,1899,#N/A
BBA,2021,Male,06/30/2000,Kaski,Nepal,GED,586,Unemployed,Accountant ,Businessman ,Running,,,1899,Digital Marketing
BBA,2021,Male,11/12/2003,Bajhang,Nepal,Intermediate level,2.68,,,,Running,,,1899,#N/A
BBA,2021,Female,01/13/2003,Kathmandu,Nepal,Intermediate level,3.32,,,,Running,,,1899,#N/A
BBA,2021,Male,06/27/1999,Kathmandu,Nepal,Intermediate level,3.16,Unemployed,Housewife ,Doctor ,Running,,,1899,Investment & Economics
BBA,2021,Male,05/22/2002,Lalitpur,Nepal,Intermediate level,2.76,Unemployed,Teacher,"Retired,",Withdrawn ,"Jan 14, 2022",Administrative withdrawal,2022,No Concentration
BBA,2021,Female,23/12/2001,Sindhupalchauk,Nepal,Intermediate level,,Unemployed,Foreign employee,Foreign employee/ bussiness,Running,,,1899,#N/A
BBA,2021,Male,06/16/2001,Bhaktapur,Nepal,Intermediate level,,Unemployed,Teacher,Businessman,Running,,,1899,#N/A
BBA,2021,Female,09/12/2002,Okhaldunga,Nepal,Intermediate level,3.72,Unemployed,Business,Business,Running,,,1899,#N/A
BBA,2021,Female,14/10/2002,Kathmandu,Nepal,Intermediate level,3.07,,,,Running,,,1899,#N/A
BBA,2021,Female,05/23/1999,Nawalpur,Nepal,Intermediate level,0.67,Unemployed,Housewife,Businessman,Withdrawn ,"May 13, 2022",Administrative withdrawal,2022,No Concentration
BBA,2021,Male,03/29/2001,Parwat,Nepal,Intermediate level,2.76,Entrepreneur,house wife,share brooker,Running,,,1899,#N/A
BBA,2021,Female,31/10/2002,Jhapa,Nepal,Intermediate level,2.85,Unemployed,Store Manager,N/A,Running,,,1899,#N/A
BBA,2021,Female,03/07/2001,Kathmandu,Nepal,Intermediate level,2.71,Unemployed,Housewife,Business-man ,Running,,,1899,#N/A
BBA,2021,Female,11/01/2002,Nawalpur,Nepal,Intermediate level,2.68,Unemployed,Housewife,Politician & Business man,Running,,,1899,#N/A
BBA,2021,Female,02/04/2004,Kathmandu,Nepal,Intermediate level,,,,,Readmission-Running,"August 27, 2022",,2022,#N/A
BBA,2021,Male,03/29/2002,Kathmandu,Nepal,Intermediate level,,Unemployed,House-wife,Banker,Running,,,1899,#N/A
BBA,2021,Male,06/30/1999,Kathmandu,Nepal,Intermediate level,,Entrepreneur,Business,Business,Withdrawn ,"October 31, 2022",Abroad Study,2022,No Concentration
BBA,2021,Male,27/12/2001,Bhaktapur,Nepal,A level,,,,,Readmission-Withdrawn,"August 27, 2022",Administrative withdrawal,2022,No Concentration
BBA,2021,Male,04/22/2002,Sindhuli,Nepal,Intermediate Level,,Entrepreneur,Uma Rayamajhi,government officer,,,,1899,#N/A
FALSE,,,,,,,,,,,Running,,,1899,Investment & Economics
BBA,2021,Female,09/08/2001,Kathmandu,Nepal,A-Level,,Unemployed,Housewife,Retired government officer,Running,,,1899,Digital Marketing
BBA,2021,Male,09/24/2000,Surkhet,Nepal,Intermediate level,3.08,Unemployed,Housewife,Farmer,Running,,,1899,Digital Marketing
BBA,2021,Male,08/09/2003,Surkhet,Nepal,Intermediate level,2.89,Unemployed,Housewife,Businessman,Running,,,1899,Investment & Economics
BBA,2021,Male,08/03/2000,Kavreplanchok,Nepal,Intermediate level,2.28,Unemployed,Business,Retarded,Withdrawn ,"November 14, 2022",Abroad Study,2022,No Concentration
BBA,2021,Female,19/11/2002,Lalitpur,Nepal,Intermediate level,3.12,Unemployed,Housewife,Businessman ,Running,,,1899,Applied Art and Design
BBA,2021,Male,04/28/2002,Kathmandu,Nepal,Intermediate level,2.61,Unemployed,Business,Business,Running,,,1899,Digital Marketing
BBA,2021,Female,05/20/2003,Jhapa,Nepal,Intermediate level,2.9,Unemployed,Housewife,Business man,Running,,,1899,Digital Marketing
BBA,2021,Female,26/08/2002,Taplejung,Nepal,Intermediate level,3.1,Unemployed,House wife,Business,Withdrawn ,"November 14, 2022",Administrative withdrawal,2022,No Concentration
BBA,2021,Male,06/13/2000,Sunsari,Nepal,Intermediate level,2.5,Unemployed,Chairwoman at co-operative bank,Contractor ,Withdrawn ,"September 2, 2022",Non-payment,2022,No Concentration
BBA,2021,Female,04/27/2003,Kathmandu,Nepal,A level,,Unemployed,Housewife,Business Man,Running,,,1899,Investment & Economics
BBA,2021,Female,31/10/1998,Kathmandu,Nepal,Intermediate level,2.91,Unemployed,Housewife ,Business Man,,,,1899,#N/A
FALSE,,,,,,,,,,,Running,,,1899,#N/A
BBA,2021,Male,12/02/1998,Kathmandu,Nepal,Intermediate Level,2.14,,,,Running,,,1899,Investment & Economics
BBA,2021,Male,04/19/2003,Kavreplanchok,Nepal,A level,,Unemployed,Business,Business,Withdrawn ,"Mar 11, 2022",Non-payment,2022,No Concentration
BBA,2021,Female,28/12/2001,Bhaktapur,Nepal,A level,,,,,Running,,,1899,Investment & Economics
BBA,2021,Male,03/01/2001,Lalitpur,Nepal,A level,,,,,Running,,,1899,Investment & Economics
BBA,2021,Female,03/01/2001,Kathmandu,Nepal,Intermediate Level,56.1,Entrepreneur,House wife,Journalist ,Withdrawn ,"Oct 16, 2022",Abroad Study,2022,No Concentration
BBA,2021,Male,05/02/2001,Kathmandu,Nepal,Intermediate Level,2.6,Employed,Officer,Officer,Withdrawn ,"May 13, 2022",Abroad Study,2022,No Concentration
BBA,2021,Male,02/09/2001,Kathmandu,Nepal,Intermediate level,3.28,Unemployed,Housewife,Business man,Running,,,1899,Investment & Economics
BBA,2021,Male,01/17/2000,Kanchanpur,Nepal,Intermediate Level,2.84,Unemployed,Housewife,Business man,Withdrawn ,"July 6, 2022",Non-payment,2022,No Concentration
BBA,2021,Female,09/27/2001,Nuwakot,Nepal,Intermediate Level,2.88,Unemployed,Home maker,Business man/Director,,,,1899,#N/A
FALSE,,,,,Nepal,,,,,,Running,,,1899,Investment & Economics
BBA,2021,Male,11/19/2002,Kathmandu,Nepal,A level,,Entrepreneur,Service,Self-employed,Withdrawn ,"November 14, 2022",Non-payment,2022,No Concentration
BBA,2021,Female,11/09/2003,Kathmandu,Nepal,Intermediate Level,,Unemployed,Not working,Works in a service sector,Running,,,1899,Digital Marketing
BBA,2021,Female,09/17/2002,Kavreplanchok,Nepal,Intermediate Level,2.76,Unemployed,Hotel owner,Real state,Running,,,1899,Digital Marketing
BBA,2021,Female,15/06/2000,Surkhet,Nepal,Intermediate Level,2.69,Unemployed,House wife,None,Withdrawn ,"November 14, 2022",Non-payment,2022,No Concentration
BBA,2021,Male,07/17/2004,Kathmandu,Nepal,Intermediate Level,,Unemployed,INVOLVEMENT IN BUSINESS,BUSINESS,Running,,,1899,Digital Marketing
BBA,2021,Female,07/15/2001,Lalitpur,Nepal,A level,,Unemployed,Yoga instructor,Retired Singapore Police Officer,Running,,,1899,Digital Marketing
BBA,2021,Female,14/03/2003,Banke,Nepal,Intermediate Level,2.63,Unemployed,Government servant,Government officer,,,,1899,#N/A
FALSE,,,,,,,,,,,Withdrawn ,"July 29, 2022",Abroad Study,2022,No Concentration
BBA,2021,Female,26/11/2002,Kathmandu,Nepal,GED,598,Unemployed,Housewife,Businessman,Readmission-Withdrawn,"November 14, 2022",Non-payment,2022,No Concentration
BBA,2021,Male,07/16/2002,Dhading,Nepal,Intermediate Level,2.78,Employed,House wife,Self employed,Running,,,1899,Digital Marketing
BBA,2021,Female,25/08/2001,Kathmandu,Nepal,A level,,Unemployed,Housewife,Business,Running,,,1899,Digital Marketing
BBA,2021,Male,20/04/2000,Jhapa,Nepal,A level,,Unemployed,Self-Employed,British Army,,,,1899,#N/A
FALSE,,,,,,,,,,,,,,1899,#N/A
FALSE,,,,,,,,,,,Running,,,1899,Digital Marketing
BBA,2022,Female,08/28/2002,Sindhupalchauk,Nepal,Intermediate Level,2.99,Unemployed,Housewife ,Business man ,Running,,,1899,#N/A
BBA,2022,Male,07/22/2001,Siraha,Nepal,GED,616,Unemployed,Housewife,Businessman ,Running,,,1899,#N/A
BBA,2022,Male,01/02/2002,Manag,Nepal,Intermediate Level,55.9,Unemployed,Housewife,Businessman ,Running,,,1899,Investment & Economics
BBA,2022,Male,10/29/2001,Kathmandu,Nepal,GED,635,Unemployed,Housewife ,Entrepreneur,Running,,,1899,Digital Marketing
BBA,2022,Female,04/03/2003,Kathmandu,Nepal,GED,626,Unemployed,Housewife ,Entrepreneur,,,,1899,#N/A
FALSE,,,,,,,,,,,Graduate,"Oct 31, 2022",,2022,#N/A
BBA,2022,Female,27/09/1999,Jhapa,Nepal,Credit Transfer (from Westcliff Uniersity),74,,,,Readmission-Withdrawn,"March 13, 2023",Administrative withdrawal,2023,No Concentration
BBA,2022,Male,07/08/2002,Kathmandu,Nepal,Intermediate Level,2.88,Unemployed,House wife ,Business man,Running,,,1899,#N/A
BBA,2022,Male,25/07/2003,Jhapa,Nepal,A Level,3.5,Unemployed,Housewife ,Health care service,Withdrawn ,"March 10, 2023",Abroad Study,2023,No Concentration
BBA,2022,Female,14/10/2003,Kathmandu,Nepal,Intermediate Level,3.07,,,,Running,,,1899,#N/A
BBA,2022,Male,19/08/2002,Makwanpur,Nepal,Intermediate Level,2.93,,,,Running,,,1899,#N/A
BBA,2022,Female,26/10/2002,Dang,Nepal,Intermediate Level,3.13,Unemployed,Businesswoman ,"Auditor, Professor, Businessman",Withdrawn ,"March 13, 2023",Administrative withdrawal,2023,No Concentration
BBA,2022,Male,14/07/2003,Kathmandu,Nepal,Intermediate Level,3.28,,,,Running,,,1899,#N/A
BBA,2022,Male,23/05/2002,Dolkha,Nepal,Intermediate Level,3.04,Unemployed,house wife,Business man,Running,,,1899,Financial Management
BBA,2022,Male,27/03/2003,Lalitpur,Nepal,Intermediate Level,3.21,,,,Withdrawn ,"May 13, 2022",Non-payment,2022,No Concentration
BBA,2022,Male,05/06/2003,Lalitpur,Nepal,Intermediate Level,3.45,,,,Running,,,1899,Financial Management
BBA,2022,Male,20/02/2003,Kathmandu,Nepal,Intermediate Level,3.12,Unemployed,Housewife,Businessman,Running,,,1899,Marketing Management
BBA,2022,Female,22/03/2003,Kathmandu,Nepal,Intermediate Level,2.99,Unemployed,Entrepreneur,Entrepreneur,Running,,,1899,#N/A
BBA,2022,Male,26/09/1999,Salyan,Nepal,Intermediate Level,3.04,Unemployed,housewife,job,Running,,,1899,Digital Marketing
BBA,2022,Male,30/08/2003,Lalitpur,Nepal,Intermediate Level,2.86,Employed,Businessman,,Running,,,1899,#N/A
BBA,2022,Female,20/01/2004,Kathmandu,Nepal,Intermediate Level,,Unemployed,Housewife ,Business man,Running,,,1899,#N/A
BBA,2022,Female,06/11/2004,Bhaktapur,Nepal,Intermediate Level,3.04,Unemployed,Housewife,Businessman ,Running,,,1899,Human Resource Management
BBA,2022,Female,04/08/2003,Kavreplanchok,Nepal,Intermediate Level,3.23,Unemployed,Housewife ,Business,Running,,,1899,Investment & Economics
BBA,2022,Male,22/01/2004,Kavreplanchok,Nepal,Intermediate Level,3.15,Unemployed,"Business, Social Work","Real Estate, Business",Running,,,1899,#N/A
BBA,2022,Female,18/02/2004,Lalitpur,Nepal,Intermediate Level,3.43,Unemployed,Businesswomen,Businessman,Withdrawn ,"May 12, 2023",Personal Reason,2023,No Concentration
BBA,2022,Male,18/10/2000,Lalitpur,Nepal,Intermediate Level,3.2,Unemployed,Housewife ,Contractor ,Running,,,1899,#N/A
BBA,2022,Female,08/03/2002,Kathmandu,Nepal,Intermediate Level,3.2,Unemployed,Housewife,Businessman,Running,,,1899,Financial Management
BBA,2022,Female,26/04/2003,Kathmandu,Nepal,Intermediate Level,3.6,,,,Running,,,1899,#N/A
BBA,2022,Female,24/02/2003,Kathmandu,Nepal,Intermediate Level,2.8,,,,Running,,,1899,#N/A
BBA,2022,Male,06/12/2002,Kathmandu,Nepal,Intermediate Level,2.97,,,,Running,,,1899,#N/A
